siros_sg_empresa_icao;siros_nr_voo;siros_sg_icao_origem;siros_sg_icao_destino;siros_cd_tipo_servico;siros_dt_partida_prevista_bsb;siros_dt_chegada_prevista_bsb;vra_nm_empresa;vra_nm_aerodromo_origem;vra_nm_municipio_origem;vra_nm_aerodromo_destino;vra_nm_municipio_destino;vra_dt_partida_real;vra_dt_chegada_real;vra_sn_cancelado;vra_sn_atraso_maior_30min;vra_nr_min_atraso_partida;vra_nr_min_atraso_chegada;estatistica_matricula;estatistica_cd_di;reg_voo_matricula;origem_ds_ceu_menos_4;origem_ds_ceu_menos_3;origem_ds_ceu_menos_2;origem_ds_ceu_menos_1;origem_ds_ceu;origem_ds_ceu_mais_1;origem_ds_ceu_mais_2;origem_ds_ceu_mais_3;origem_ds_ceu_mais_4;origem_ds_tempo_menos_4;origem_ds_tempo_menos_3;origem_ds_tempo_menos_2;origem_ds_tempo_menos_1;origem_ds_tempo;origem_ds_tempo_mais_1;origem_ds_tempo_mais_2;origem_ds_tempo_mais_3;origem_ds_tempo_mais_4;origem_cd_status_menos_4;origem_cd_status_menos_3;origem_cd_status_menos_2;origem_cd_status_menos_1;origem_cd_status;origem_cd_status_mais_1;origem_cd_status_mais_2;origem_cd_status_mais_3;origem_cd_status_mais_4;destino_ds_ceu_menos_4;destino_ds_ceu_menos_3;destino_ds_ceu_menos_2;destino_ds_ceu_menos_1;destino_ds_ceu;destino_ds_ceu_mais_1;destino_ds_ceu_mais_2;destino_ds_ceu_mais_3;destino_ds_ceu_mais_4;destino_ds_tempo_menos_4;destino_ds_tempo_menos_3;destino_ds_tempo_menos_2;destino_ds_tempo_menos_1;destino_ds_tempo;destino_ds_tempo_mais_1;destino_ds_tempo_mais_2;destino_ds_tempo_mais_3;destino_ds_tempo_mais_4;destino_cd_status_menos_4;destino_cd_status_menos_3;destino_cd_status_menos_2;destino_cd_status_menos_1;destino_cd_status;destino_cd_status_mais_1;destino_cd_status_mais_2;destino_cd_status_mais_3;destino_cd_status_mais_4
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1587;SBCX;SBSP;J;06/11/2024 14:00;06/11/2024 15:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;CONGONHAS;SÃO PAULO;06/11/2024 13:58;06/11/2024 15:30;0.0;0.0;-2.0;5.0;GXW ;0;PRGXW;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;yw;;;;
GLO;1588;SBGR;SBSG;J;06/11/2024 14:30;06/11/2024 18:00;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;GOVERNADOR ALUIZIO ALVES;SÃO GONÇALO DO AMARANTE;06/11/2024 15:03;06/11/2024 18:11;0.0;0.0;33.0;11.0;GRG ;0;PSGRG;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1594;SBSP;SBSV;J;06/11/2024 06:15;06/11/2024 08:40;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;DEPUTADO LUÍS EDUARDO MAGALHÃES;SALVADOR;06/11/2024 06:16;06/11/2024 08:34;0.0;0.0;1.0;-6.0;GPC ;0;PSGPC;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1603;SBPS;SBGR;J;06/11/2024 12:00;06/11/2024 14:00;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);PORTO SEGURO;PORTO SEGURO;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 11:53;06/11/2024 13:45;0.0;0.0;-7.0;-15.0;GGH ;0;PRGGH;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1609;SBPL;SBGR;J;06/11/2024 04:10;06/11/2024 07:00;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);SENADOR NILO COELHO;PETROLINA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 03:57;06/11/2024 06:43;0.0;0.0;-13.0;-17.0;GUT ;0;PRGUT;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1611;SBEG;SBGR;J;06/11/2024 18:05;06/11/2024 22:05;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);EDUARDO GOMES;MANAUS;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 18:12;06/11/2024 22:15;0.0;0.0;7.0;10.0;GUK ;0;PRGUK;;;;;nublado;;;;;;;;;Trovoada / Chuva;;;;;;;;;g;;;;;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;g;;;;
GLO;1612;SBSP;SBRF;J;06/11/2024 18:10;06/11/2024 21:30;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;GUARARAPES - GILBERTO FREYRE;RECIFE;06/11/2024 19:16;06/11/2024 22:13;0.0;1.0;66.0;43.0;GEQ ;0;PRGEQ;;;;;encoberto;;;;;;;;;Trovoada / Chuva;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1613;SBSV;SBGR;J;06/11/2024 11:55;06/11/2024 14:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);DEPUTADO LUÍS EDUARDO MAGALHÃES;SALVADOR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 12:00;06/11/2024 14:27;0.0;0.0;5.0;2.0;GUT ;0;PRGUT;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1614;SBSP;SBRF;J;06/11/2024 07:05;06/11/2024 10:15;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;GUARARAPES - GILBERTO FREYRE;RECIFE;06/11/2024 07:09;06/11/2024 10:19;0.0;0.0;4.0;4.0;GYA ;0;PRGYA;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1616;SBGR;SBSG;J;06/11/2024 21:55;07/11/2024 01:20;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;GOVERNADOR ALUIZIO ALVES;SÃO GONÇALO DO AMARANTE;06/11/2024 22:00;07/11/2024 01:14;0.0;0.0;5.0;-6.0;GUN ;0;PRGUN;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
GLO;1617;SBSG;SBGR;J;06/11/2024 04:50;06/11/2024 08:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GOVERNADOR ALUIZIO ALVES;SÃO GONÇALO DO AMARANTE;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 04:39;06/11/2024 08:11;0.0;0.0;-11.0;1.0;GGP ;0;PRGGP;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1619;SBFZ;SBGR;J;06/11/2024 17:40;06/11/2024 21:15;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);PINTO MARTINS;FORTALEZA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 17:51;06/11/2024 21:25;0.0;0.0;11.0;10.0;GPD ;0;PSGPD;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1621;SBRF;SBGR;J;06/11/2024 18:05;06/11/2024 21:20;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARARAPES - GILBERTO FREYRE;RECIFE;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;;;1.0;0.0;;;GUX ;4;PRGUX;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1623;SBCF;SBBR;J;06/11/2024 06:35;06/11/2024 07:55;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);TANCREDO NEVES;CONFINS;PRESIDENTE JUSCELINO KUBITSCHEK;BRASÍLIA;06/11/2024 06:35;06/11/2024 07:48;0.0;0.0;0.0;-7.0;GZS ;0;PRGZS;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1630;SBGR;SBEG;J;06/11/2024 22:00;07/11/2024 01:55;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;EDUARDO GOMES;MANAUS;06/11/2024 22:03;07/11/2024 01:51;0.0;0.0;3.0;-4.0;GPO ;0;PSGPO;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1631;SBEG;SBGR;J;06/11/2024 02:45;06/11/2024 06:45;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);EDUARDO GOMES;MANAUS;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 02:48;06/11/2024 06:55;0.0;0.0;3.0;10.0;XMC ;0;PRXMC;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1632;SBGR;SBJP;J;06/11/2024 13:30;06/11/2024 16:50;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;PRESIDENTE CASTRO PINTO;SANTA RITA;06/11/2024 13:34;06/11/2024 16:43;0.0;0.0;4.0;-7.0;GXT ;0;PRGXT;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1633;SBJP;SBGR;J;06/11/2024 17:30;06/11/2024 21:00;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);PRESIDENTE CASTRO PINTO;SANTA RITA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 17:23;06/11/2024 20:57;0.0;0.0;-7.0;-3.0;GXT ;0;PRGXT;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1634;SBGR;SBJP;J;06/11/2024 21:45;07/11/2024 01:00;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;PRESIDENTE CASTRO PINTO;SANTA RITA;06/11/2024 21:44;07/11/2024 00:41;0.0;0.0;-1.0;-19.0;GZW ;0;PRGZW;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
GLO;1635;SBJP;SBGR;J;06/11/2024 05:00;06/11/2024 08:20;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);PRESIDENTE CASTRO PINTO;SANTA RITA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 04:53;06/11/2024 08:27;0.0;0.0;-7.0;7.0;GXI ;0;PRGXI;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1636;SBGR;SBSV;J;06/11/2024 21:40;07/11/2024 00:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;DEPUTADO LUÍS EDUARDO MAGALHÃES;SALVADOR;06/11/2024 22:52;07/11/2024 00:57;0.0;1.0;72.0;47.0;GGL ;0;PRGGL;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1637;SBVT;SBGR;J;06/11/2024 11:20;06/11/2024 12:55;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);EURICO DE AGUIAR SALLES;VITÓRIA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 11:36;06/11/2024 13:20;0.0;0.0;16.0;25.0;GXV ;0;PRGXV;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuva;;;;;;;;;g;;;;
GLO;1638;SBGL;SBCT;J;06/11/2024 15:40;06/11/2024 17:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 16:06;06/11/2024 17:38;0.0;0.0;26.0;28.0;GPI ;0;PSGPI;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1639;SBCT;SBGL;J;06/11/2024 11:15;06/11/2024 12:40;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AFONSO PENA;SÃO JOSÉ DOS PINHAIS;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;06/11/2024 11:05;06/11/2024 12:31;0.0;0.0;-10.0;-9.0;GXE ;0;PRGXE;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1641;SBSV;SBSP;J;06/11/2024 17:15;06/11/2024 19:55;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);DEPUTADO LUÍS EDUARDO MAGALHÃES;SALVADOR;CONGONHAS;SÃO PAULO;06/11/2024 17:37;06/11/2024 20:46;0.0;1.0;22.0;51.0;GPH ;0;PSGPH;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuva;;;;;;;;;g;;;;
GLO;1643;SBGL;SBSP;J;06/11/2024 20:15;06/11/2024 21:40;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;CONGONHAS;SÃO PAULO;06/11/2024 20:12;06/11/2024 22:05;0.0;0.0;-3.0;25.0;GPL ;0;PSGPL;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
GLO;1644;SBGR;SBMO;J;06/11/2024 09:15;06/11/2024 12:05;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;ZUMBI DOS PALMARES;RIO LARGO;06/11/2024 09:21;06/11/2024 12:21;0.0;0.0;6.0;16.0;GPM ;0;PSGPM;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
